"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CCL3",0.47709460930669,1.51734938456432,0.25,0.189,1
"SLC25A37",0.479877391484956,-0.133000988405059,0.062,0.108,1
"HAVCR2",0.493560044847056,-0.143744717819061,0.042,0.081,1
"MYB",0.493560044847056,0.299110692985748,0.042,0.081,1
"STAT5A",0.494058865862466,2.66341159306167,0.146,0.108,1
"C10orf54",0.503294191625161,0.413548125948782,0.062,0.108,1
"GZMH",0.503294191625161,0.481411646394932,0.062,0.108,1
"XBP1",0.503651657519268,0.102286117801716,0.5,0.622,1
"IRF9",0.505278467751743,0.930941784898481,0.396,0.378,1
"KLRG1",0.512033414977418,0.411805881672625,0.417,0.378,1
"VPS28",0.515891062393424,0.830444197962016,0.25,0.216,1
"HLA-DPA1",0.522836861641719,0.674727774709146,0.125,0.081,1
"DPP4",0.524883830065793,0.999176898667249,0.417,0.432,1
"GZMB",0.529278254478179,-0.729200078955462,0.438,0.514,1
"IFNGR1",0.537882414938624,0.922937318498292,0.479,0.486,1
"S1PR1",0.574888035973882,-0.677024685401374,0.25,0.297,1
"PTPRC",0.582622404654434,0.151521285044059,0.979,0.973,1
"GZMA",0.584224600880113,0.17883578086033,0.646,0.676,1
"BTG2",0.584300397425942,0.380797429827691,0.354,0.514,1
"IL4R",0.601112978500888,-1.00548625211661,0.125,0.081,1
"CD44",0.603795067749752,-0.159527952115714,0.833,0.946,1
"BCL11B",0.604066447476295,0.907428057191729,0.25,0.216,1
"PSEN1",0.604641097900658,-0.37893238749821,0.458,0.541,1
"BACH1",0.605365696796392,1.42774456270225,0.146,0.108,1
"SLC16A1",0.617774221830471,-1.35708094409693,0.104,0.135,1
"FAM65B",0.617845013281089,0.225220664729166,0.583,0.486,1
"FAS",0.621386218761219,0.224258552419815,0.208,0.162,1
"IL18",0.624810393851087,-0.45180333641861,0.083,0.054,1
"PIK3IP1",0.629217856509509,-0.3303566248997,0.604,0.649,1
"TBX21",0.637727977916172,1.12731606683234,0.25,0.216,1
"IL17F",0.653343478683914,-0.47131730228068,0.083,0.054,1
"TNFRSF1B",0.662101152037647,0.470470362847289,0.5,0.432,1
"ITGA1",0.668591647462569,0.371098727382081,0.188,0.243,1
"BACH2",0.680941893394978,-1.25325143414481,0.083,0.108,1
"CNOT2",0.683667874594977,0.253726173841168,0.292,0.27,1
"EGR3",0.687247091354863,0.115891923680095,0.125,0.162,1
"BAX",0.695560062104169,0.435404553899295,0.458,0.459,1
"IL2RG",0.705887472547565,-0.280167822795089,0.812,0.892,1
"LTA",0.705902527252363,0.224754897265255,0.146,0.189,1
"BCL2L1",0.708173769855457,1.3284790820099,0.042,0.027,1
"STAT6",0.708173769855457,2.97008589033878,0.042,0.027,1
"PTPN22",0.723869642861068,-0.335369076158619,0.396,0.378,1
"TIGIT",0.728904440621452,2.72738902432801,0.042,0.027,1
"IL2RA",0.730820206304904,0.431794996535169,0.125,0.162,1
"ITGB2",0.741857218232839,1.60654429961795,0.146,0.135,1
"LIPA",0.748304338877905,0.545190865671636,0.438,0.459,1
"CD7",0.752947581157341,0.591420165697523,0.125,0.162,1
"GNAI2",0.757390523649036,1.07808504042065,0.125,0.108,1
"RUNX2",0.763668994987766,-0.458411268235558,0.396,0.459,1
"FOXP1",0.769470331912916,0.624221852771656,0.125,0.108,1
"CD28",0.77052714256034,0.584451002940306,0.229,0.216,1
"CASP8",0.771720095245169,-0.994466924320397,0.167,0.135,1
"CCR2",0.772249025843528,-0.138790693269603,0.062,0.081,1
"FOS",0.775276879747307,0.222312347669075,0.208,0.189,1
"CTSW",0.775279807269633,1.19131665012044,0.146,0.135,1
"NFKBIA",0.787565452755206,0.382731153632513,0.062,0.081,1
"IKZF1",0.79391157836533,0.260963481453376,0.417,0.432,1
"TIGIT-TIGIT-AHS0705-pAbO",0.797799468297995,1.23349470079822,0.125,0.162,1
"CD4:RPA-T4-CD4-AHS0227-pAbO",0.798036009971646,2.71122906081656,0.646,0.784,1
"BATF3",0.799778398260919,-0.729950701157226,0.042,0.054,1
"CREM",0.799778398260919,-0.152661102240509,0.042,0.054,1
"TGFA",0.799778398260919,-0.76367701408136,0.042,0.054,1
"THBS1",0.799778398260919,-0.631847014403508,0.042,0.054,1
"TNFRSF25",0.799778398260919,0.739534579167986,0.042,0.054,1
"MYC",0.805382494563325,-0.128960340920065,0.458,0.459,1
"HLA-DQB1",0.818497186561191,0.676897090816099,0.042,0.054,1
"DUSP1",0.830912281983043,0.319052349740408,0.417,0.405,1
"RORC",0.833091249383591,0.275644417311165,0.229,0.27,1
"CD160",0.837320019674577,1.68568972917079,0.042,0.054,1
"CD300A",0.837320019674577,0.604286725147979,0.042,0.054,1
"CSF1",0.837320019674577,0.53672949043212,0.042,0.054,1
"LTB",0.837320019674577,2.66078679326505,0.042,0.054,1
"STAT3",0.842031792174259,-0.329683702482751,0.354,0.324,1
"IL23A",0.852708823276336,-1.60384683198344,0.021,0.027,1
"KLRC4",0.852708823276336,-0.889803236435804,0.021,0.027,1
"TMEM97",0.852708823276336,-1.11969448172564,0.021,0.027,1
"VEGFA",0.852708823276336,-1.02432585108399,0.021,0.027,1
"ZAP70",0.852708823276336,-2.05220597210523,0.021,0.027,1
"ATF6B",0.861958763772142,1.71514344692223,0.062,0.054,1
"BIRC3",0.862018828247439,0.477597729078001,0.375,0.459,1
"JUN",0.863997595783638,-0.36821476340452,0.208,0.189,1
"AHR",0.874459730027623,0.497067222846322,0.229,0.216,1
"PDIA4",0.874824298673093,0.394953739369779,0.292,0.324,1
"BTLA",0.879260821347372,1.20819809090398,0.021,0.027,1
"CD4",0.879260821347372,1.06044761595448,0.021,0.027,1
"CD40LG",0.879260821347372,0.597488048941923,0.021,0.027,1
"CD5",0.879260821347372,1.16520594737545,0.021,0.027,1
"CHI3L2",0.879260821347372,3.29105522458783,0.021,0.027,1
"ID3",0.879260821347372,2.63347662184388,0.021,0.027,1
"KDELR1",0.879260821347372,0.4365543701421,0.021,0.027,1
"MR1",0.879260821347372,-0.240174510189467,0.021,0.027,1
"PDGFA",0.879260821347372,0.512180264831261,0.021,0.027,1
"unknownAMM2347-unknown-AMM2347-pAbO",0.879260821347372,0.392398295814637,0.021,0.027,1
"FOSB",0.881187409212103,1.91072120558807,0.188,0.189,1
"DDIT3",0.894371507150818,-1.82040160248032,0.104,0.108,1
"IRF4",0.896279726566503,0.796511876048558,0.167,0.162,1
"LAMP1",0.914552113417919,0.228862809142419,0.708,0.784,1
"LGALS1",0.920676916251566,-1.0913625616018,0.104,0.108,1
"FURIN",0.930718695181558,-1.01819434096382,0.062,0.054,1
"ZFP36",0.958736574404727,0.210717923878136,0.5,0.541,1
"ITK",0.962742847422686,0.701989266727117,0.333,0.378,1
"IKZF2",0.962927476505288,0.126904191523831,0.083,0.081,1
"LCK",0.971303743748848,0.54870067469349,0.625,0.784,1
"PTTG2",0.992582932298686,-0.68558125417784,0.083,0.081,1
