"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IRF3",0.0982307438117147,-5.00399436457747,0,0.054,1
"KIR2DL1",0.0982307438117147,-3.56111457666681,0,0.054,1
"MS4A1",0.0982307438117147,-3.59479533495596,0,0.054,1
"SOCS1",0.0982307438117147,-5.45552749893257,0,0.054,1
"KLRD1",0.103160179540965,4.44645419483114,0.196,0.081,1
"S100A11",0.104363732614382,0.6542141907255,0.843,0.676,1
"CCL20",0.105394297358932,-1.50001711733397,0.137,0.27,1
"IL2RA",0.107955646478716,-2.17489648349789,0.059,0.162,1
"STAT2",0.109794342481882,1.09315613161818,0.745,0.676,1
"IL2RG",0.111139476070388,-0.331147662289696,0.784,0.892,1
"PSEN1",0.113475888624818,0.358427816909011,0.745,0.541,1
"FOSB",0.11543473198766,-1.60075654919098,0.078,0.189,1
"CD3E",0.115611442673835,0.619386091541162,0.765,0.649,1
"IRF4",0.118942735994228,-1.88130964598205,0.059,0.162,1
"CCR6",0.125064988472339,-1.76097453821839,0.098,0.216,1
"ITK",0.127852048200797,0.114439743862406,0.588,0.378,1
"IL2RB",0.133080377635085,-1.42269248026616,0.588,0.649,1
"RUNX3",0.134896958217866,-0.519615912091397,0.608,0.784,1
"CCR5",0.135146967525896,1.01494735775478,0.451,0.297,1
"TNFRSF1B",0.13573836913909,0.553529392148981,0.627,0.432,1
"IL12RB1",0.139185192770859,5.49560475504457,0.059,0,1
"JUNB",0.139185192770859,2.80255778518312,0.059,0,1
"LAYN",0.139185192770859,4.28076589733204,0.059,0,1
"NFKB2",0.139185192770859,5.76487115636296,0.059,0,1
"IL17RE",0.140414654676566,0.248911873717436,0.294,0.135,1
"NFKB1",0.14286551667737,-0.58236119602848,0.49,0.622,1
"BAX",0.14615579984846,1.38564019139695,0.588,0.459,1
"LGALS1",0.146595463864501,0.522382770571146,0.235,0.108,1
"IL32",0.158053896222798,0.57711373254604,1,1,1
"LAMP3",0.164226375517226,1.09639155425935,0.294,0.162,1
"TRIB2",0.170697130563427,-1.22699846503942,0.137,0.243,1
"CASP1",0.171831596776989,0.568362551903018,0.647,0.459,1
"CD3G",0.178379541970115,0.697704948135331,0.294,0.162,1
"CD63",0.179628496712104,0.921333308868845,0.549,0.432,1
"PTTG2",0.181895670607913,-1.89085606630329,0.02,0.081,1
"TRBV28",0.181938575589788,4.13206967319782,0.098,0.027,1
"BCL2",0.187573110522214,-1.59930756052766,0.098,0.189,1
"VNN2",0.188353733298861,2.92252252936817,0.098,0.027,1
"ID2",0.189681822913034,-0.693249127006801,0.02,0.081,1
"DDX58",0.193496872681065,1.93115312162615,0.235,0.135,1
"ITGAE",0.200238560634819,0.618488789924605,0.706,0.595,1
"KIT",0.202209060851573,-1.40500179308597,0.098,0.189,1
"FOXO3",0.204848847155415,3.04617436122007,0.196,0.108,1
"BTG2",0.206663154046419,-0.138651795467625,0.373,0.514,1
"DPP4",0.209349493376774,1.11435393856943,0.51,0.432,1
"IFNAR2",0.209735915680757,-2.12416159400831,0.059,0.135,1
"USP18",0.209999409666185,0.984279244087788,0.333,0.216,1
"SELPLG",0.212486201177453,0.436254975186515,0.529,0.351,1
"TXK",0.219435891675437,-1.17901855774492,0.118,0.216,1
"NR3C1",0.226022230989988,-0.993783392603226,0.294,0.405,1
"CCR8-CCR8-AHS0701-pAbO",0.232048633274871,1.88450373962379,0.039,0,1
"CD70",0.232048633274871,4.31277872561871,0.039,0,1
"MCM2",0.232048633274871,5.5066853299486,0.039,0,1
"MMP25",0.232048633274871,5.71837986671544,0.039,0,1
