"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CASP5",0.124274244212427,0.649670032299912,0.724,0.676,1
"TARP-refseq",0.125214947217823,0.5915630862399,0.644,0.541,1
"THEMIS",0.125256838862037,2.87709776991789,0.149,0.054,1
"NFKB1",0.129369795949168,0.453454779451593,0.736,0.622,1
"CD14",0.129573410228981,-2.37206493102143,0,0.027,1
"CD28:L293-CD28-AHS0138-pAbO",0.129573410228981,-5.56146266184822,0,0.027,1
"CD79A",0.129573410228981,-3.96470768415206,0,0.027,1
"CD79b-Cd79b-AMM2227-pAbO",0.129573410228981,-3.90035004459993,0,0.027,1
"CHI3L2",0.129573410228981,-2.34225156095692,0,0.027,1
"CSF2",0.129573410228981,-4.89357944080919,0,0.027,1
"CSF3",0.129573410228981,-4.49963044692139,0,0.027,1
"CTSD",0.129573410228981,-3.96470768415206,0,0.027,1
"CustomAbSeq21-ACU7021-pAbO",0.129573410228981,-2.26562009446057,0,0.027,1
"KIR2DL4",0.129573410228981,-3.10071650825478,0,0.027,1
"NR1D1",0.129573410228981,-4.49963044692139,0,0.027,1
"PDGFA",0.129573410228981,-4.76869959574383,0,0.027,1
"TIGIT",0.129573410228981,-3.70157592970179,0,0.027,1
"TNFRSF4",0.129573410228981,-3.76287875050035,0,0.027,1
"ZNF683",0.129573410228981,-2.94125599105519,0,0.027,1
"NFATC2",0.135613167097286,1.20275847303077,0.437,0.324,1
"CCR5",0.136909498525098,0.563601957797319,0.46,0.297,1
"IRF9",0.139778472727298,1.12356663186246,0.471,0.378,1
"NFAT5",0.14044848583691,3.84018208072725,0.057,0,1
"VDR",0.14044848583691,4.44875869210714,0.057,0,1
"CD5",0.141883041025989,4.96812200571018,0.103,0.027,1
"ITGAL",0.141883041025989,3.45698952385435,0.103,0.027,1
"ITGAE",0.142719706120155,0.780419917893953,0.621,0.595,1
"CD48",0.14405649656456,0.364652603005915,0.966,0.973,1
"STAT2",0.144533043884445,0.962233685322003,0.69,0.676,1
"CD2",0.146183890528493,0.72373242790363,0.885,0.973,1
"LIPA",0.151190776308986,1.08408630565855,0.54,0.459,1
"CCL20",0.157481906171646,0.746336552563694,0.161,0.27,1
"IL18RAP",0.15814608553354,0.513974120449204,0.828,0.757,1
"STAT3",0.161002500452915,0.742342263004301,0.448,0.324,1
"CD28",0.161524209803447,1.14328531385717,0.322,0.216,1
"CREM",0.169227386721691,-0.462468838800987,0.011,0.054,1
"IL21R",0.169227386721691,-1.62686923064326,0.011,0.054,1
"LGALS3",0.17234154493907,0.930385266781417,0.678,0.622,1
"ZBTB16",0.183137022310153,-0.530780360206997,0.184,0.297,1
"PTPRC",0.184494637500481,0.371109588888073,0.977,0.973,1
"CD244",0.189742389010649,4.5892551055941,0.046,0,1
"CD70",0.189742389010649,5.47739367599413,0.046,0,1
"FCER1G",0.189742389010649,4.43696082084602,0.046,0,1
"IKZF2",0.193118031773926,1.41893742524452,0.172,0.081,1
"FOSL2",0.193128666277621,1.76730737588783,0.23,0.135,1
"STAT5A",0.202316127611653,2.83762381677529,0.184,0.108,1
"FOXO1",0.202832970600453,1.23171468674645,0.264,0.162,1
