"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FCER1G",0.318880904150501,0.232447688088547,0.019,0.01,1
"SOCS3",0.319264085040526,0.20974586994157,0.01,0.003,1
"ANXA1",0.329995009427732,-0.20153408569666,0.781,0.752,1
"RGS1",0.331704902661776,0.714895636546022,0.277,0.232,1
"S100A11",0.332532259046012,-0.117630142796623,0.441,0.463,1
"KLRF1",0.335280768249764,-0.244460949170909,0.023,0.035,1
"ZEB2",0.343154273107428,0.497705199534566,0.039,0.055,1
"SGK1",0.346343845460482,-0.756828339606538,0.084,0.103,1
"YBX3",0.354212935874174,-0.776997868892181,0.164,0.132,1
"IgG2a-Ighg2a-AMM2217-pAbO",0.361041765221295,-0.866132462039858,0.026,0.039,1
"FOS",0.368704089470422,0.170056182046846,0.119,0.141,1
"LAG3",0.369234435438214,0.538506180584683,0.158,0.132,1
"BATF3",0.369613278977979,-0.1284612055519,0.023,0.013,1
"RORC",0.370172843154649,-0.351713335926445,0.045,0.061,1
"ADGRE1",0.378879649412228,-0.696085799954562,0.029,0.042,1
"REL",0.382537842219826,0.131920357611014,0.158,0.129,1
"TNFAIP3",0.383812484117568,-0.354650962222721,0.26,0.286,1
"PTTG2",0.384190794238531,-0.404579832434804,0.029,0.042,1
"BIRC3",0.390135814234266,-0.331426353511143,0.431,0.437,1
"CXCR3",0.397302263102393,-0.313748579002457,0.026,0.016,1
"ITGAE",0.401339862267676,-0.250680736117483,0.357,0.373,1
"XCL2",0.401404824368175,-2.00998081107469,0.035,0.048,1
"IFNGR1",0.402558458648644,-0.600599692913624,0.273,0.286,1
"CD59-CD59-AHS0224-pAbO",0.40538555081669,0.355644586163426,0.026,0.016,1
"AREG",0.407094758543426,-4.45807142580495,0.006,0.013,1
"ITGAL",0.426954089504736,-0.504382088532319,0.071,0.055,1
"ITGA4",0.434966907404902,-0.202416924707584,0.357,0.318,1
"LTB",0.439239170966102,0.416771193497012,0.048,0.035,1
"CHI3L2",0.441517216955183,-0.212442379963151,0.068,0.051,1
"TCF7",0.449833692712943,0.318483524956812,0.019,0.029,1
"LGALS3",0.455820048943329,-0.530894591060098,0.219,0.238,1
"MS4A1",0.467157250238597,-2.02076603127721,0.01,0.016,1
"EOMES",0.47136947630686,-2.59400526833983,0.01,0.016,1
"CXCL10",0.472778192476885,1.4011232675479,0.016,0.01,1
"SOCS2",0.477018213638961,-1.72297386075786,0.01,0.016,1
"CCR9",0.485560354029207,-0.388151027190037,0.016,0.01,1
"CASP8",0.488483100199291,-0.646749735786656,0.206,0.177,1
"IL6ST",0.489737467277361,-0.119389888604271,0.492,0.418,1
"ITK",0.506152811618706,-0.381072367394551,0.707,0.63,1
"NT5E",0.508827577537402,-1.96192970307733,0.032,0.042,1
"SLC25A37",0.513324745860936,-1.30828160934013,0.1,0.113,1
"CD4:RPA-T4-CD4-AHS0227-pAbO",0.515180769565862,-0.155041485282698,0.904,0.852,1
"BACH2",0.515205149274802,-0.953948517931893,0.141,0.154,1
"FAS",0.517349856076641,-0.35915910317588,0.186,0.158,1
"OAS1",0.51857405064746,-0.245797392065213,0.19,0.164,1
"CD48",0.519913585205084,-0.14240079176311,0.916,0.865,1
"CD68",0.52784625382378,-0.638708352549985,0.064,0.051,1
"ID3",0.538189676641743,1.63641340465687,0.013,0.019,1
"ICOS",0.541151980913217,0.270415684076306,0.254,0.232,1
"GIMAP2",0.542797767097792,-0.216811344894961,0.617,0.608,1
"CCL5",0.551268456279192,-0.356757354076468,0.543,0.55,1
"GNAI2",0.55667872402181,-0.207789723133457,0.074,0.087,1
"CD28:L293-CD28-AHS0138-pAbO",0.558404747775253,-0.130128316788245,0.048,0.039,1
"CCR6",0.558453577644308,-0.625705113294053,0.042,0.051,1
"KLRD1",0.561986698047537,1.12283037577322,0.055,0.045,1
"C10orf54",0.564883003114091,-1.09565211380774,0.048,0.058,1
"HOPX",0.569053464208762,-0.520679665332085,0.154,0.167,1
"CCND2",0.570383488589924,-0.761193646324232,0.113,0.125,1
"CD30-Tnfrsf8-AMM2221-pAbO",0.570658823819316,-1.38869183748706,0.019,0.026,1
"APOBEC3G",0.590720819133636,-0.121614590476601,0.232,0.241,1
"FYB",0.593517167107268,-0.374731088961358,0.441,0.389,1
"NFKB2",0.595690704227477,0.698765159733646,0.026,0.019,1
"RUNX2",0.600526106356678,-0.229264208912085,0.116,0.129,1
"LAT",0.604415855027712,-0.573524610457667,0.559,0.508,1
"IRF8",0.605037503723602,0.360363299375618,0.045,0.055,1
"RORA",0.60530339682614,0.169969773948973,0.473,0.424,1
"TIGIT-TIGIT-AHS0705-pAbO",0.611649340186938,1.19452933798922,0.029,0.023,1
"HAVCR2",0.613934002693661,0.747916791662929,0.029,0.023,1
"PIK3AP1",0.625627746052863,-0.244450390053656,0.119,0.132,1
"CD300A",0.629972294622753,0.392852224176783,0.032,0.026,1
"LYN",0.633503361460623,-0.873786318200631,0.029,0.023,1
"IGBP1",0.637566215379475,-0.181698449441801,0.238,0.215,1
"TCR-Valpha7-TRAV7--AHS0282-pAbO",0.64320917107283,0.130364786061328,0.994,0.981,1
"ADAR",0.643923220633192,-0.222999111543251,0.939,0.9,1
"TBX21",0.644817319831501,0.561296194782911,0.096,0.087,1
"CD79A",0.652639172663064,-0.857527121480959,0.006,0.01,1
"CR2",0.652639172663064,-2.19418774764588,0.006,0.01,1
